text	label
CST: A Lack Of Air Pollution Is Bad For Global Warming? •À_ Pirate's ... http://bit.ly/aW42qa	Y
RT@greenforyou An estimated 20 billion birds changed their migrating habits in last few decades due to global warming http://bit.ly/cRfauy	Y
"Global warming melts ice and this can influence magmatic systems,"" he told Reuters. http://bit.ly/9aCQ41"	Y
@GregMitch has there been any reporting on if the increase in sediment in upper atmospher could reduce global warming effect by reducing sun	Y
Volcanic ash is a good thing. Blocks the sun's heat. Lessens air travel. Bye bye global warming. #fb	Y
Why cleaner air could speed global warming | Air Pollution News http://bit.ly/bpx3Xh	Y
Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... http://bit.ly/a4xVkM	Y
Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... http://lat.ms/adYnMi	Y
Why cleaner air could speed global warming http://lat.ms/cCps7Q	Y
Why cleaner air could speed global warming http://lat.ms/cCps7Q	Y
Why cleaner air could speed global warming http://goo.gl/fb/GSGPZ	Y
effects of global warming •À_ YouTube •À_ Effects of Global Warming Stats: Back with more news for you today. It's ama... http://bit.ly/9NKRqf	Y
It's global climate change-not warming. #ac Read: www.associatedcontent.com/article/2872954/global_climate_change_not_global_warming.html	N
Global Warming Today •À_ Blog Archive •À_ How can we tackle global ...: The only way at present is to reduce greenhous... http://bit.ly/d3eFUB	Y
CODA Automotive Lauded for Efforts to Combat Climate Change & Air Pollution http://bit.ly/aPUjlz	Y
Ocean Saltiness Getting Weird •À_ Blame Global Warming: IndyPosted (blog) A study conducted by scientists at Austral... http://bit.ly/cCQa1y	Y
SCIENCE: Scientists explore the evolution of climate change http://bit.ly/dmnjXj	Y
A preliminary analysis suggests that natural gas could contribute far more to global warming than previously thought. http://bit.ly/9rRgSg	Y
SCIENCE: Scientists explore the evolution of climate change http://bit.ly/dmnjXj	Y
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://bit.ly/8ZcErl	Y
Iceland volcano unlikely to slow global warming: scientists http://bit.ly/aFIIU5	Y
SCIENCE: Scientists explore the evolution of climate change http://goo.gl/fb/0L3uP #cleantech	Y
Iceland volcano unlikely to slow global warming: scientists: AFP PARIS •À_ Big volcanic eruptions have had a cooling... http://bit.ly/9fkHqu	Y
Global warming may make cricket bats history: London: Cricket is facing a bizarre threat following a European Unio... http://bit.ly/bemHL3	Y
volcano unlikely to slow global warming: By Richard Ingham, AFPApril 16, 2010 4:44 AM An EUMESAT satellite image s... http://bit.ly/bbTGnb	Y
SCIENCE: Scientists explore the evolution of climate change http://url4.eu/2aBIw	Y
Fifty years ago I was teaching and preaching about global warming and its catastrophic effects on our climate. http://bit.ly/c7rKVi	Y
SCIENCE: Scientists explore the evolution of climate change http://url4.eu/2aBIi	Y
Obama: China must act on climate change http://bit.ly/9a8mIJ	Y
Renewable energy possible solution to global warming: By Milton Takei | University alumnus, 1992 In dealing with t... http://bit.ly/ain2AN	Y
effects of global warming •À_ YouTube •À_ Impact of Climate Change on ...: There are many predicted effects for the en... http://bit.ly/9HL1M3	Y
Plz hlp fight Global warming- read my post abt effects of Global Warming http://bit.ly/effectsofglobalwarming Let me know what u think TXS	Y
UN to battle poverty, global warming .:. newkerala.com Online News ...: UN to battle poverty, global warming - New... http://bit.ly/8Z3EBD	Y
Eaarth: global warming is here to stay, how will we deal with it? http://amzn.to/dhUsHJ	Y
Allergies Worse Than Ever? Blame Global Warming http://bit.ly/aJKsz3	Y
Germany is an important partner for us in trade as well as in the fight against climate change.	Y
Global Warming Likely to Worsen Allergies in Maine: That's according to a new report released today by the Nationa... http://bit.ly/9rpS9P	Y
SubTropolis, U.S.A. -  A creative solution to global warming 100 feet below ground. http://bit.ly/c4jcuH	Y
Global warming or unemployment...choose your own disaster?: By Max Jacobs Companies producing greenhouse gases in ... http://bit.ly/cuF4Kq	Y
This one explained the extreme cold weather we have experienced this winter as just one more example of global warming. http://bit.ly/amrhqA	Y
@Climate change Giant #Glacier Fall in Peru Causes Deadly Tsunami : http://bit.ly/bvG95C	Y
Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. http://oohja.com/xaIU0	Y
Can you feel the shift in consciousness? -- 3K Businesses Create New Ad for Climate Change Action - http://bit.ly/cADHuR via @sustainablog	Y
RT @SolarInsure: 3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica http://bit.ly/cADHuR	Y
Global warming threatens Armenia by 2C higher temperature http://bit.ly/d1Yc1c	Y
Climate change deadly? Scientists suspect global warming may be contributing to strange deaths of Arctic birds. http://tinyurl.com/yaqbeop	Y
Green' cement made from rice may help tackle global warming: London, April 13 (ANI): With the increasing rise in ... http://bit.ly/bmFTC2	Y
•À_Green•À_ cement made from rice may help tackle global warming http://bit.ly/biqJnb	Y
Global Warming 'at Point of No Return': Global warming has reached the point of no return, a study published in th... http://bit.ly/ddCDeo	Y
World-Famous Places Endangered by Global Warming: If climatologists' predictions of global warming are right, some... http://bit.ly/a7S4GQ	Y
Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. http://oohja.com/xaIQ0	Y
Latest weapon in global warming fight •À_ 'green' cement made from rice: By FIONA MACLEOD AND RUAIRI CREANEY SCIENTI... http://bit.ly/cqL0Hs	Y
Latest weapon in global warming fight •À_ 'green' cement made from rice http://bit.ly/abWP35	Y
Coping with Global Warming: How to Save on Utility Bills: By Dealman(view all posts by Dealman) Actually, this isn... http://bit.ly/bh02P7	Y
"""Climate Change - Building a Green Economy - Paul Krugman - NYTimes.com"" http://j.mp/a6XGmr #greentech"	Y
Clean Technology Industry Forecast is Strong Due to Global Warming Concerns ...: April 12, 2010 (MMD Newswire) -- ... http://bit.ly/bUSB2O	Y
Porous materials to reduce the climate change http://bit.ly/aoLbPB	Y
celebrate Earth Day by signing Declaration of Energy Independence to show the Senate we demand action on climate change http://bit.ly/aPLanA	Y
Top U.S. Vacation spots becoming endangered. Landscape threatened by global warming, mining, weather, environmental hazard & population	Y
"..leaders are failing to address the gravest threat our world has ever faced..."" ""Pressuring politicians on climate change is not working."	Y
Glacier National Park Loses Two More Glaciers Due To Global Warming: Thaindian.com By Meena Kar Montana, Apr 11, (... http://bit.ly/d3ujff	Y
Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. http://oohja.com/xc5Re	Y
Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. http://oohja.com/xc5Nw	Y
Climate change affects subterranean ecosystems|Changes above the ground, such as a higher concentration of carbon .. http://oohja.com/xc5Mz	Y
RT @RyanNewYork Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet.	Y
Spill + coal mine tragedy = need for alt energy! RT @RyanNewYork: Gulf Coast spill better give Climate Change Legislation some momentum.	Y
Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet. #P2	Y
LIVE NOW: Green Gone Wrong: False Hope and Real Solutions to Climate Change http://bit.ly/arODNy	Y
@New_federalists  i have it on good auth tht global warming also causes toe fungus.  We R all fortunate tht thr IS no global warming! #tcot	N
Illegal war and the myth of global warming|My main campaign platform for this election will be the illegal .. http://oohja.com/xbQAI	N
It is in the 30's what happened to Spring? Global warming is for those that care to read about and not live it. The coldest Winter ever. FU	N
the scientific community was scamed by global green  gov warming scam.	N
I truly  Fat ASS Gore should get the Scam Artist Award of the decade with his Global Warming and Energy Credits worth close to Billion.	N
hide the decline is the global warming nut jobs current policy its all a epic scam they are lying to the world #climategate #tcot #p2	N
40 degrees in NYC. please urinate on next liberal global warming /climate change scum you see.	N
"RT @virgiltexas: Hey Al Gore: see these tornadoes racing across Mississippi? So much for global ""warming"" #tornadocot #ocra #sgp #gop #ucot #tlot #p2 #tycot"	N
#justinbiebersucks and global warming is a farce	N
One Stop Book Stop Confirmed! Global warming is 'settled' •À_ as a scam: WND.com Sussman's book, the ... http://bit.ly/b4Kv2l mybookstop.info	N
"BOYCOTT SIEMENS for buying ""global warming""/""climate change"" in their advertisements. #tcot #sgp #teaparty"	N
climate change scam #3wordslibshate	N
Global Warming? Vostok Antarctica sits at -100F -- with windchills to -142F ...  http://tinyurl.com/y39tlgg #tcot	Y
Global Warming?  Vostok Antarctica sits at -100F -- with lows forecast to -110F... http://bit.ly/96JtQu #breaking	N
RT @Climate scam another warmist has to be rescued from Arctic cold Global warming activist 'transported ... http://bit.ly/9mgHdk #tcot #p2	N
Why isn't @algore upset with the volcano for causing global warming? #climategate	N
Rationalists' who believe aliens exist & global warming=caused by humans, might as well believe in Jesus miracles,angels &fairies #tcot #p2	N
@psiryu Hmmm so global warming is a fraud!	N
Monster Chiller Horror Global Warming! http://goo.gl/Ziza  have you considered the possibility that your climate models are wrong? #tcot	N
Proof there's no climate change. RT @jazgar 75-ft killer tsunami created in a Peruvian LAKE when a glacier fractures & falls Into the lake!	N
COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot	N
COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot	N
@OTOOLEFAN REAL science. Not Algore's climate change 'science' hacks with their man-made global warming hoax. Gore=Palin	N
30000 Anti-Global Warming Scientists Can't Be Wrong | Stranger ...: Nature Magazine, the academic journal that int... http://bit.ly/beGJE2	Y
@junerenner ,get a headache when grandson tells how argued w/teachers about Global warming being big hoax. One threatened to flunk him!	N
@foxandfriends global warming is like the goldman execs... full of sh*t	N
Global Warming Baloney: According to the experts at NASA, the difference between weather and climate is a measure ... http://bit.ly/bnRDwH	Y
Your Voice: The fraud of global warming: by Tim Michael Case, Tracy Since the early 1970s, our public school syste... http://bit.ly/cfAprS	N
computer forensics experts: are there still any idiots out there that belive global warming is true? http://bit.ly/aUrimy	N
Liberal Looney Toons: Global Warming Alarmist Comes Home With Artic Frost Bite: Gather.com they wont learn huh? lo... http://bit.ly/9NAECt	N
Dear Global Warming people: It is 52 degrees in S. CA on 4/23. Heat on. [contents of this message are copyrighted and property of author.]	N
I am freezing still in Southern California. Global warming fanatics, come visit me. Wear a hat, gloves and down jacket.	N
@Cubachi you are so on target, Bullshit is even better than the climate change hoax & Gore /Climate change is bullshit #leadersdebate #fact	N
Climate Change Fraud - The Scandal of Solar Power in Spain http://bit.ly/bCu0pA	N
Climate Change Fraud - Global Warming, Ethanol, DDT and ... http://bit.ly/bMPEBB	N
Despite Climategate, LEFT investing heavily in global warming hysteria as new way 2 impose nat'l & international controls on human freedom.	Y
RT @ClimateDepot: ''Obama does a 3-minute Earth Day video; fails to mention the global warming hoax'' http://bit.ly/bbzwxD	N
#ALMS Let me politely suggest that I DO NOT WATCH MOTORSPORTS TO BE LECTURED ON IMAGINARY GLOBAL WARMING! #nascar	N
Someone go tell the Climate Change crowd to go hang, after they read this: http://bit.ly/bPTxBZ #tcot	N
Gagnon, like most liberals you have been duped by the global warming, socialist propaganda. http://bit.ly/ap10io	N
I believe that Global Warming is an international conspiracy perpetrated by GE in order to sell more air conditioners	N
UN process in danger unless world agrees on climate change - Telegraph http://bit.ly/aYM2XM GLOBAL WARMING IS A FRAUD FOR WORLD GOVERNMENT	N
Reid To Graham On Climate Change: 'It's Up To You' http://bit.ly/doMNLK	Y
What do you know about climate change? Test your knowledge with the following 10 questions @change http://tinyurl.change.org/wPPas	Y
Global warming you tube explanation you will enjoy #IPCC #teaparty http://is.gd/bLp94	Y
Tom Switzer: Australia's Changing Climate-Change Climate http://on.wsj.com/duzwtK	Y
I uploaded a YouTube video -- MaximsNewsNetwork: ENERGY & CLIMATE CHANGE: U.N.'s BAN KI-MOON (UNTV) http://youtu.be/4lt--jpqFoE?a	Y
Climate change you tube animation you will like #IPCC #gop http://is.gd/bLp94	Y
Politico story on the state of play in DC re climate change and #immigration http://ow.ly/1DOLJ Bottom line: #immigrants r being backstabbed	Y
The choice that won•À_t change the world, and the one that might http://bit.ly/9e44mX (Youth Climate Mvmt)	Y
Memo On The White House Correspondents Dinner: If You Want To Be Green, Report On Climate Change: I'd never be on... http://huff.to/97a46H	Y
Global warming dirt-carbon peril models are wrong, say boffins|Greenhouse experiments show reduced greenhouse .. http://oohja.com/xbKVE	N
Senior Technical Advisor: Communities and Climate Change, Environment and Development, New York @UNjobs #jobs http://p11.org/WYzTrbA	Y
The choice that won•À_t change the world, and the one that might http://bit.ly/9e44mX (Youth Climate Mvmt)	Y
Connecticut buys into global warming, but some Senate candidates do not|One might assume that, regardless of .. http://oohja.com/xbIwF	N
(AFX UK Focus) 2010-04-26 20:41 SCENARIOS-Challenges to California climate change law: By Peter Henderson http://bit.ly/9MSEOO	Y
SCENARIOS-Challenges to California climate change law: Source: Reuters By Peter Henderson SAN FRANCISCO, April 26 ... http://bit.ly/bo14lU	Y
CNN: Graham's exit puts climate change bill in limbo: A climate-change bill that was scheduled to be unveiled at a... http://bit.ly/cWHcZx	Y
reflections of a rebel: CLIMATE CHANGE AND SOCIAL JUSTICE TOWARDS ...: The more familiar image of green capitalism... http://bit.ly/c2kACY	Y
Graham's exit from talks puts climate change bill in limbo http://tinyurl.com/3y3mrsc	Y
Tea Party With a Difference: ... climate change really hits will come with instructions in Chinese. Go Green Tea ... http://nyti.ms/dyWFV6	N
Passing Any Legislation At All Will Kill the Climate Change Bill: http://wp.me/pibxO-CX	Y
Cafe Scientifique presents global warming talk, film|The April Cafe Scientifique presentation will be on the .. http://oohja.com/xbx1H	Y
Cafe Scientifique presents global warming talk, film|The April Cafe Scientifique presentation will be on the .. http://oohja.com/xbwXB	Y
Alexia Parks: Global Warming of the Heart|Earth Day is over. Or is it? Thousands of conscious actions took place .. http://oohja.com/xbvkr	Y
Alexia Parks: Global Warming of the Heart|Earth Day is over. Or is it? Thousands of conscious actions took place .. http://oohja.com/xbvfc	Y
Alexia Parks: Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of consc... http://huff.to/9Xw7kP	Y
Alexia Parks: Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of consc... http://huff.to/bzVUns	N
Webb Touts Global Warming Department|LITTLE ROCK - The Arkansas lawmaker who authored legislation that created .. http://oohja.com/xbtJ3	Y
RT @TribecaFilmFest: RT @jpatricof: @jessicaalba and sebastian copeland at premiere of climate of change right now #tribeca	Y
Climate science's chinese whispers: The books that separate global warming fact from fiction|The culture shock of .. http://oohja.com/xbqa9	N
Don Blankenship Calls Efforts On Mine Safety Regulation 'As Silly As Global Warming' http://huff.to/8ZIAcu	N
Sarah Palin On Climate Change http://bit.ly/7ZvxVH #earthday	Y
Don Blankenship Calls Efforts On Mine Safety Regulation 'As Silly As Global Warming': At his Labor Day anti-union... http://huff.to/9T3pkh	N
#Global warming vs Shangri-la? http://bit.ly/bQsE92	Y
2009: year in which sceptics stole running on climate change|Australian business could show our politicians the .. http://oohja.com/xboDo	N
RT @yvettethijm: RT @boingboing Video: Larry Brilliant on the volcano and climate change - Boing Boing http://bit.ly/awYZnD	Y
Earth Day at 40: The Politics Finally Erupt: http://www.care2.com/causes/global-warming/blog/earth-day-at-40-the-politics-finally-erupt/	Y
RT @dbiello: US climate change negotiating plans revealed! http://bit.ly/drXdvA if doc left behind on a copy machine can be believed	N
Overheard: from Carol Browner, Assistant to the President for Energy and Climate Change - She mentioned that... http://tumblr.com/xul8j2mvs	Y
RT @grittv: American media isn't putting out much on Climate Change. That's why you should watch GRIT's take!http://digg.com/u1U6aY	N
American media isn't putting out much on Climate Change. That's why you should watch GRIT's take!http://digg.com/u1U6aY	Y
John Fugelsang, Climate Change, and Coal Goes Shopping: Gun advocates rallied this week in support of their rig... http://bit.ly/9YsENz #p2	Y
Climate change reporting project involves Slate,Wired,PBS,CIR,Atlantic & Mother Jones http://is.gd/bAJ4W Can they satisfy all those editors?	Y
Climate change and our identity http://bit.ly/cZa58u	Y
Climate change and our identity http://bit.ly/cZa58u	Y
RT @WHY_RU_Talking: Itz cold -_- {We could put our bodies together n start global warming}	Y
"As I said only days ago, we will start seeing much more tempered reporting on ""global warming"", starting w the @nytimes http://ow.ly/1zpej"	N
Watchdog backs DfT climate change advert|A clever television advert claiming car pollution is the worst .. http://oohja.com/xaY9P	Y
Can a Book on Geoengineering Change the Climate Conversation? http://bit.ly/aH1nL5	Y
Can a Book on Geoengineering Change the Climate Conversation? http://url4.eu/2fREM	Y
No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN	Y
RT @cosmicjester: Best propaganda poster ever. http://twitpic.com/1f9d7u  Modern version - substitute climate change deniers	N
USA: SEC Issues Guidance on Climate Change Disclosures http://tinyurl.com/y8ev7yh	Y
Issue 2 of WIREs Climate Change now available FREE online! http://xrl.us/bhgrjo	Y
Senators prepare compromise climate change bill - Yahoo! News http://retwt.me/1MO0l (via @pauline_ma)	Y
-- Press Releases April 2010 - Climate change negotiators agree on intensified .. http://retwt.me/1MNQO (via @UNEPandYou)	Y
@SooperMexican Global warming. Clearly.	Y
NPR's Science Friday and Global Warming: http://bit.ly/aC79cZ	Y
@jiminhofe to Address Global Warming Skeptics at 4th ICCC. http://ow.ly/1FctQ #agw #tcot #tlot #climate	N
GREEN: Climate Change Wyss Fellow - Sierra Nevada Alliance:  http://bit.ly/dmpyRE	Y
Ways The Difficult Economy has Helped people Focus on Family and ...: ... Climate Change, clinical trials collagen... http://bit.ly/9OIovA	Y
.@PollySigh1 & it has made Frank Luntz talking points on climate change impotent as now the focus is on immigration reform! great job!	Y
Veteran #climate activist asks for name change for Earth http://bit.ly/cS2f5I	Y
Climate scientist sues newspaper for •À_poisoning•À_ global warming debate http://bit.ly/ahMa2k	Y
RT @GClugo: RT @guardianscience Climate scientist sues newspaper for 'poisoning' global warming debate http://bit.ly/bk55t0 #p2 #tcot	Y
Earth Day Live Chat with Carol Browner, Director of the Office of Energy and Climate Change Policy for the Obama Admin  http://bit.ly/dmjdO7	Y
Can you hedge against climate change? Read this http://ow.ly/1BeAA @FelixSalmon post. Then look at our weather products http://ow.ly/1BezL	Y
Kerry releases #climate change law this week. How does it affect the sector? find out by reading The Week In Green Energy http://ow.ly/1zY3u	Y
@andychrism Here's a link to the volcano <--> global warming story http://tinyurl.com/yycupus	Y
@andychrism Yes. I have heard at least one person make the connection between the volcano and global warming.	Y
"@brysown1 I think it will be ""The Man that controls global warming is racist""."	N
What I Leaned This Week: Global warming, famine, nuclear annihilation - no threat to humanity is more dangerous than the Double Down.	N
RT @redostoneage: NASAs changing Facts; Guess they thought you wouldnt notice #global warming #climate change #eco http://bit.ly/8XqItD	Y
A religious take on climate change http://goo.gl/fb/sLoJR	Y
A religious spin on climate change.http://c.yolone.com/5146408/co_421/	Y
Los Angeles: A religious spin on climate change http://losangeles.cityandpress.com/news/2010/05/01/religious-spin-climate-change	Y
Panel Debates Business Cost Of Calif. Global Warming Law|SAN DIEGO ? Panelists debated the economic merits of .. http://oohja.com/xc338	Y
@madlyv really, wtf?!  global warming?  : )	N
SAARC plans expert group on climate change http://bit.ly/coTaML	Y
Saving the Hollywood sign; ballot initiatives; Iceland•À_s volcano and global warming http://lat.ms/bLJoTV	Y
Saving the Hollywood sign; ballot initiatives; Iceland•À_s volcano and global warming http://goo.gl/fb/sNLwq	Y
Letter: Global warming in God's hands •À_ Knoxville News Sentinel  http://bit.ly/43l8h5	Y
news break story  -  Reid set to move on climate change bill ahead of immigration http://bit.ly/cBLtYX	Y
Global warming retreat •À_ except for California's government: The state air board in its wisdom continues to advanc... http://bit.ly/avn9k1	Y
Only 12% of Americans Are Very Worried About Global Warming. E.P.A. Makes Its Case on Climate Change - http://nyti.ms/dkl0en	N
Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... http://bit.ly/aO6Kn0	Y
Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... http://bit.ly/aO6Kn0	Y
(UIY) Kerry: Action on climate bill remains likely (AP): AP - The Democratic sponsor of climate change legisl... http://bit.ly/ds3v2O	Y
GLOBAL WARMING: Is James Cameron a Genocidal Maniac?: by John Nolte Either James Cameron is a genocidal maniac or ... http://bit.ly/binNp0	Y
Brooke Shields annoyed with 'global warming doesn't exist' reports http://bit.ly/d8BrRK	Y
Climbing Out Of The Dark: Social Justice Replaces Global Warming!: Climate change hanging on by it's fingernails. ... http://bit.ly/aqe34x	N
I'd like to know who gives a rat's ass if immigration comes before climate change. DO YOUR JOBS regardless of ORDER. #childrenactbetter	Y
Environmental Economics: Note to Environmentalists Part II: The climate change bill that was supposed to be unveil... http://bit.ly/btOPIX	Y
Only a Third of Americans Believe Global Warming is Human-Caused: By Bob Ellis on April 26th, 2010 Good news! What... http://bit.ly/9XGqPB	N
(UIY) Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was ... http://bit.ly/9oBCRS	Y
(UIY) Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was ... http://bit.ly/cJlXu6	Y
Americans Dont Give A **** About Global Warming, Survey Says: Retail investors from cities other than in the US fe... http://bit.ly/aIPLJY	N
Brochure on Global Warming 1992: Brochure on Global Warming 1992 added by: neham 0 comments http://bit.ly/bbxgVF	Y
Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of conscious actions t... http://huff.to/a3OCsr	Y
"In climate data, that ""suggests"" global warming, and then the assumption that it is our doing. http://bit.ly/as44kV"	N
"Natives gather in Bolivia to criticize ""Copenhagen club."" http://www.bluecorncomics.com/2010/04/climate-change-conference-in-bolivia.htm"	Y
RealClearPolitics - Global Warming Panic Attack: With the Senate about to begin a long-awaited debate over energy ... http://bit.ly/bQsUCa	N
Live #ChapmanU Climate Conference:  Exciting! Climate debate coming up at 4:30.  Causes pf climate change?   http://bit.ly/9Dg5oZ #CUBeyond	Y
Looks like some ppl just gave some more $fuel$ to slow down the California global warming law #AB32. http://bit.ly/9lyXFj	Y
In November of 2008, I really wouldn't have predicted that immigration reform might move before climate-change legislation. /via @ezraklein	Y
RT @globetrottgirl I'm doing my part in contributing to both global warming and depletion of the ozone layer. I'm hot and sometimes, I fart.	N
From The Christian Post: Methodist clergy listens to members on climate change. http://bit.ly/95wK9O	Y
RT @TheBCast: The B-Cast Interview: Minnesotans for Global Warming' Fight YouTube Takedowns http://ow.ly/178ywU	Y
Wed 4/21 #ChapmanU Climate Change confab opens w/film nite at Knott Studios, 7pm: Into the Arctic, Living Sea. Free. http://bit.ly/d5V8Dp	Y
Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/cwIF6b	Y
Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/cwIF6b	N
OK, that last part was a joke, but here is the latest ranking for the UN Climate Change panel.  http://tinyurl.com/y2htvtz	Y
RT @latimes: Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/bSpqIX	Y
Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/bSpqIX	Y
effects of global warming •À_ We Are God's Caretakers by Cory L. Kemp: An Inconvenient Truth, the documentary and bo... http://bit.ly/9mYR9m	Y
Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes ... http://bit.ly/9PN5oF	Y
#KCRW GoodFood Blog: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes http://bit.ly/cdq1ZJ	Y
Great article  http://www.thenation.com/doc/20100503/hari  google methane deposits, global warming	Y
"Global Warming Science: Global Warming Summary. The Summary [updated 2009/08/16]. The Simplified "" Nutshell"" [upda... http://bit.ly/aP1xII"	Y
Ben Bova: In the news ... global warming, stock market and Earth Day: By BEN BOVA One swallow does not a summer ma... http://bit.ly/aTrkc8	Y
PODCAST: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes http://bit.ly/d7YCKu #KCRW's Good Food	Y
Climate Change Initiatives http://ow.ly/1zEjO	Y
County disputes global warming: By Laura London, Staff Writer The Otero County Commission had an involved discussi... http://bit.ly/blxlra	N
Cuccinelli files motion to force EPA to reopen global warming finding: Virginia Attorney General Ken Cuccinelli ha... http://bit.ly/d8dxzN	Y
C3: New Mexico's Democrats/Liberals Push Global Warming ...: Read here. Despite the US government temperature data... http://bit.ly/9Ll4YC	N
Global Warming Measurements Don't Account For 'Missing Heat' http://bit.ly/byIM9l	N
Who Cares About Global Warming?: by Jackie Gingrich Cushman In 1971, I joined my parents and older sister in the s... http://bit.ly/d8T9Js	N
RT @JulesBeaujolais: Hilarious! Complimenti! RT: @expatina: Baked Alakasa: Sarah Palin's Guide To Global Warming    #tcottv	Y
@Heritage Global Warming, Melting Glaciers and Prohibition  http://tinyurl.com/y7rw3y8	Y
"Don Blankenship: Mine Safety Regulators ""As Silly as Global Warming"" http://bit.ly/bnr4mF"	N
"Don Blankenship Called Safety Regulators ""as Silly as Global Warming"" http://ow.ly/173j7l"	N
Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' http://huff.to/as7elo	N
Street-corner Global-warming Counsel: Urgh, certain elements of this item in Sunday's Washington Post, •À_Five Myths... http://bit.ly/9Lolme	Y
april showers on us......right now!  feels like winter? Global Warming?	N
A religious take on climate change http://bit.ly/a6TnDl	Y
Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. http://oohja.com/xc5d9	Y
Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. http://oohja.com/xc58T	Y
@kennethsilber Doesn't your position assume man-made carbon(2.89% of atmosphere) causes Climate change? Today this is Untenable hypothesis,	N
Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the US? http://bit.ly/dBqhIg	Y
Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the US? http://bit.ly/dBqhIg	Y
#news Dissecting those 'Overpopulation' Numbers:  Part One ' Population Where?: Is global warming caused by too http://url4.eu/353hM	Y
For Greenpeace, 'Cool IT' means sensitivity to climate change, and Cisco is now tops: I know so... http://bit.ly/9vFxAk #greentech #greenit	Y
For Greenpeace, 'Cool IT' means sensitivity to climate change, and Cisco is now tops http://zd.net/ahyzhy	Y
Still believe in human-caused #Global #Warming? More information exposing the truth. #Hoboken #NJ http://cli.gs/6sY6y	N
RT @charles_baker 3,000 Businesses Create New Ad for Climate Change Action: http://bit.ly/cADHuR (via @FaisalSethi + @DoGoodHQ)	Y
EPA Points Out Climate Change Indicators: Public support for climate change legislation appears to be flagging.' P... http://bit.ly/cueEiI	Y
Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the US? http://url4.eu/34tFU	Y
Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the' http://goo.gl/fb/0B6ih #cleantech	Y
Pew Center on Global Climate Change Releases Report Calling for Federal Leadership on Climate Adaptation http://bit.ly/buyu3l	Y
Pew Center on Global Climate Change Releases Report Calling for Federal Leadership on Climate Adaptation http://bit.ly/buyu3l #green #energy	Y
Letter: Global warming dilemma|Fifty years ago I was teaching and preaching about global warming and its .. http://oohja.com/xc0go	Y
Letter: Global warming dilemma|Fifty years ago I was teaching and preaching about global warming and its .. http://oohja.com/xc0bT	Y
Global warming: a market proposal even libertarians would love|Libertarians may debate the merits of global .. http://oohja.com/xbZha	N
Global warming: a market proposal even libertarians would love|Libertarians may debate the merits of global .. http://oohja.com/xbZbw	Y
RT @gb_Joe: The tolerant left: deny climate change and you'd be guilty of a crime against peace http://bit.ly/aFfkez	N
Plan B: California Braces for Climate Change|California leads its fellow states in mitigating climate change, in .. http://oohja.com/xbYF4	Y
At the #PEN talk on climate at Met. @Revkin offers a useful note of realism. Climate change is in our heads-and we need to change our heads	N
@ggreenwald Don't forget Jon Kyl, world's most powerful global warming denier. Maybe 140 character limit kept him off your list.	N
